Date,Open,High,Low,Close,Volume,Adj Close
2014-05-01,110.519997,111.050003,109.019997,109.419998,1207000,107.172277
2014-05-02,109.550003,110.260002,108.699997,108.889999,1170500,106.653165
2014-05-05,108.739998,110.559998,108.160004,110.120003,1944100,107.857902
2014-05-06,110.220001,111.0,109.690002,109.790001,2836000,107.534679
2014-05-07,110.019997,119.860001,107.989998,119.050003,4073200,116.604461
2014-05-08,119.050003,119.120003,116.080002,116.720001,2055400,114.322322
2014-05-09,116.730003,120.089996,116.309998,120.040001,1293100,117.574122
2014-05-12,120.190002,123.940002,120.18,123.620003,1707000,121.080583
2014-05-13,123.629997,123.940002,121.879997,121.919998,1249800,119.4155
2014-05-14,121.989998,121.989998,119.699997,119.989998,1444000,117.525146
2014-05-15,119.809998,120.879997,117.809998,119.559998,1454600,117.103979
2014-05-16,119.68,120.239998,118.019997,119.0,1164100,116.555485
2014-05-19,118.779999,121.510002,118.779999,121.339996,1737400,118.847413
2014-05-20,121.07,122.139999,119.989998,121.330002,1030100,118.837623
2014-05-21,121.389999,122.709999,121.209999,122.410004,847300,119.89544
2014-05-22,122.410004,123.529999,121.389999,123.309998,1268700,120.776946
2014-05-23,123.779999,124.809998,123.029999,124.489998,1010000,121.932706
2014-05-27,124.980003,126.440002,124.650002,125.25,1122800,122.677096
2014-05-28,125.150002,125.980003,124.199997,124.32,670900,121.7662
2014-05-29,124.889999,125.349998,123.550003,124.559998,814000,122.001268
2014-05-30,124.720001,125.480003,123.379997,124.459999,1039100,121.903324
2014-06-02,124.959999,126.279999,124.470001,125.400002,1017900,122.824017
2014-06-03,124.910004,125.660004,123.839996,124.400002,1422200,121.844559
2014-06-04,124.650002,125.599998,124.029999,125.239998,1344700,122.6673
2014-06-05,125.230003,125.230003,123.849998,124.349998,995600,121.795583
2014-06-06,125.580002,126.75,125.349998,126.379997,1125600,123.783881
2014-06-09,126.330002,126.989998,125.190002,125.379997,617100,122.804423
2014-06-10,124.919998,126.540001,124.199997,126.540001,657000,123.940598
2014-06-11,126.540001,127.169998,125.309998,126.889999,711800,124.283407
2014-06-12,126.510002,126.839996,124.93,125.239998,879200,122.6673
2014-06-13,125.160004,125.339996,124.010002,124.660004,1044300,122.09922
2014-06-16,124.779999,124.779999,122.870003,123.050003,987700,120.522292
2014-06-17,123.209999,123.470001,122.360001,122.93,857900,120.404754
2014-06-18,123.260002,124.989998,122.400002,124.860001,765000,122.295108
2014-06-19,124.910004,126.699997,124.529999,126.580002,640000,123.979777
2014-06-20,126.120003,127.220001,125.410004,127.150002,1156900,124.538068
2014-06-23,127.239998,127.669998,126.669998,127.32,450400,124.704574
2014-06-24,127.07,128.0,127.029999,127.07,672600,124.459709
2014-06-25,127.0,129.139999,127.0,128.949997,698300,126.301087
2014-06-26,128.850006,128.869995,126.190002,127.800003,613600,125.44711
2014-06-27,127.470001,127.989998,126.389999,127.410004,965600,125.064291
2014-06-30,127.25,129.360001,126.860001,127.720001,1008900,125.368581
2014-07-01,128.220001,129.899994,127.940002,129.289993,1369100,126.909669
2014-07-02,128.850006,129.660004,127.209999,129.600006,1587600,127.213974
2014-07-03,129.600006,130.419998,128.899994,130.210007,438900,127.812744
2014-07-07,129.899994,129.899994,128.039993,128.270004,905400,125.908458
2014-07-08,127.580002,127.93,126.889999,127.410004,813400,125.064291
2014-07-09,128.149994,128.949997,127.510002,127.699997,792700,125.348945
2014-07-10,126.019997,127.68,125.860001,127.080002,669700,124.740365
2014-07-11,127.07,127.790001,126.57,127.400002,506500,125.054473
2014-07-14,127.849998,128.979996,127.730003,128.5,1107400,126.13422
2014-07-15,128.5,129.649994,125.239998,128.639999,979100,126.271642
2014-07-16,128.990005,128.990005,127.360001,127.43,676700,125.083919
2014-07-17,127.07,133.649994,127.07,131.169998,1779100,128.755061
2014-07-18,131.429993,132.899994,130.75,132.600006,837600,130.158742
2014-07-21,131.789993,133.210007,130.899994,133.020004,802200,130.571007
2014-07-22,133.389999,134.929993,133.240005,133.559998,707100,131.101059
2014-07-23,133.910004,134.210007,132.5,133.059998,534200,130.610264
2014-07-24,133.509995,134.380005,132.570007,132.899994,1081700,130.453206
2014-07-25,127.019997,129.820007,127.019997,128.550003,1361100,126.183302
2014-07-28,129.029999,131.089996,128.940002,130.929993,1121400,128.519474
2014-07-29,130.570007,130.979996,126.580002,127.519997,1621800,125.172259
2014-07-30,125.0,125.0,118.529999,120.339996,3908200,118.124448
2014-07-31,120.68,120.68,116.379997,117.650002,3028600,115.483978
2014-08-01,117.300003,119.110001,117.300003,118.800003,1466100,116.612807
2014-08-04,118.699997,120.769997,118.260002,120.360001,1279500,118.144084
2014-08-05,119.150002,120.099998,118.529999,119.510002,1784300,117.309734
2014-08-06,119.050003,121.209999,119.050003,120.07,800200,117.859422
2014-08-07,119.940002,119.940002,115.510002,115.970001,1697800,113.834907
2014-08-08,116.290001,118.330002,115.660004,118.110001,1094400,115.935508
2014-08-11,118.110001,118.379997,117.050003,117.239998,908100,115.081522
2014-08-12,117.440002,118.239998,117.010002,117.660004,750700,115.493796
2014-08-13,117.660004,120.169998,117.489998,119.5,1279900,117.299916
2014-08-14,120.110001,120.290001,119.440002,120.129997,1041400,117.918315
2014-08-15,120.349998,121.059998,118.940002,120.449997,1284000,118.232423
2014-08-18,121.190002,122.099998,120.07,121.93,792400,119.685178
2014-08-19,121.949997,123.349998,121.32,122.93,1060500,120.666768
2014-08-20,123.0,123.349998,122.110001,123.150002,432500,120.882719
2014-08-21,122.889999,123.879997,122.849998,123.449997,693100,121.177191
2014-08-22,123.419998,123.849998,122.660004,123.190002,637200,120.921983
2014-08-25,123.830002,124.709999,123.300003,124.220001,570000,121.933019
2014-08-26,124.389999,125.480003,124.199997,125.050003,700300,122.74774
2014-08-27,124.910004,127.639999,124.879997,127.32,923100,124.975944
2014-08-28,126.870003,128.529999,126.580002,127.639999,801800,125.290052
2014-08-29,127.93,129.589996,127.900002,128.740005,811400,126.369806
2014-09-02,129.149994,129.490005,126.660004,127.449997,2102400,125.103548
2014-09-03,128.229996,128.380005,127.18,127.25,1137100,124.907233
2014-09-04,127.349998,129.75,126.510002,126.879997,1298000,124.544042
2014-09-05,127.110001,130.039993,126.68,129.199997,1186200,126.821329
2014-09-08,129.0,130.229996,128.5,129.550003,1030500,127.164891
2014-09-09,129.470001,131.149994,128.929993,130.449997,1031100,128.048316
2014-09-10,131.050003,131.050003,128.050003,128.960007,864900,126.585757
2014-09-11,128.679993,129.619995,127.279999,129.399994,834400,127.017644
2014-09-12,129.710007,129.970001,127.830002,128.259995,565800,125.898633
2014-09-15,128.179993,128.880005,127.57,127.660004,549200,125.309688
2014-09-16,128.279999,132.479996,127.720001,132.369995,1514300,129.932965
2014-09-17,132.600006,133.509995,131.729996,132.520004,1945300,130.080213
2014-09-18,133.020004,134.0,132.570007,133.179993,798600,130.72805
2014-09-19,133.970001,135.100006,133.190002,134.910004,1234300,132.42621
2014-09-22,134.149994,135.860001,134.149994,134.779999,1543200,132.298599
2014-09-23,134.190002,134.479996,131.869995,132.350006,1278000,129.913344
2014-09-24,132.169998,135.759995,132.169998,135.509995,838500,133.015155
2014-09-25,134.570007,134.570007,131.009995,131.279999,1573100,128.863037
2014-09-26,131.919998,132.179993,130.449997,131.729996,662100,129.581129
2014-09-29,130.630005,132.149994,130.419998,131.899994,700500,129.748354
2014-09-30,132.0,132.25,130.289993,130.289993,1069200,128.164617
2014-10-01,130.279999,130.600006,127.489998,127.989998,1312300,125.902141
2014-10-02,127.099998,128.210007,125.900002,127.150002,1323300,125.075847
2014-10-03,128.089996,129.570007,127.470001,128.919998,982600,126.81697
2014-10-06,129.820007,130.449997,126.230003,126.239998,1171100,124.180688
2014-10-07,125.900002,126.660004,124.68,124.730003,1351700,122.695325
2014-10-08,125.209999,127.459999,124.910004,127.419998,1123600,125.341439
2014-10-09,127.349998,128.460007,124.699997,125.029999,1024200,122.990427
2014-10-10,125.370003,127.870003,125.169998,126.389999,1536200,124.328242
2014-10-13,126.300003,128.399994,124.510002,124.629997,1135700,122.596951
2014-10-14,125.07,125.07,122.330002,124.199997,1338200,122.173965
2014-10-15,122.75,124.830002,121.040001,124.169998,1340100,122.144455
2014-10-16,122.959999,129.479996,122.959999,125.730003,1668200,123.679013
2014-10-17,126.779999,128.539993,125.660004,128.229996,1004500,126.138224
2014-10-20,128.139999,130.169998,128.100006,130.100006,868400,127.977729
2014-10-21,131.440002,133.779999,130.240005,133.270004,924300,131.096016
2014-10-22,133.75,133.779999,131.100006,131.470001,1497800,129.325376
2014-10-23,132.880005,133.380005,132.25,132.630005,727300,130.466457
2014-10-24,132.720001,133.160004,131.619995,133.110001,610000,130.938623
2014-10-27,133.100006,133.710007,132.440002,132.729996,1092600,130.564817
2014-10-28,131.139999,134.910004,130.509995,134.729996,806800,132.532191
2014-10-29,135.0,136.600006,134.259995,134.949997,741500,132.748604
2014-10-30,134.509995,138.0,134.509995,137.179993,847500,134.942222
2014-10-31,138.929993,139.869995,138.309998,138.850006,1219100,136.584993
2014-11-03,139.0,139.75,137.639999,138.479996,818000,136.221019
2014-11-04,138.5,139.649994,137.220001,137.75,1138300,135.502931
2014-11-05,139.449997,139.940002,137.130005,138.940002,1582000,136.673522
2014-11-06,139.059998,140.649994,138.729996,139.869995,1395500,137.588344
2014-11-07,131.399994,135.75,129.309998,130.580002,5468300,128.449895
2014-11-10,131.509995,133.210007,131.160004,132.460007,2620300,130.299232
2014-11-11,132.949997,136.589996,132.949997,136.440002,1411100,134.214303
2014-11-12,136.089996,137.75,134.440002,137.25,1376100,135.011088
2014-11-13,137.490005,139.300003,136.960007,138.410004,1485700,136.152168
2014-11-14,138.110001,138.429993,135.410004,135.770004,1179800,133.555235
2014-11-17,136.0,138.089996,135.570007,137.470001,721900,135.2275
2014-11-18,137.910004,140.759995,137.559998,139.289993,1114700,137.017803
2014-11-19,139.020004,139.440002,136.169998,136.559998,1041000,134.332341
2014-11-20,136.119995,136.710007,135.380005,136.199997,984600,133.978213
2014-11-21,137.5,137.789993,136.020004,136.419998,1118300,134.194625
2014-11-24,137.300003,140.460007,136.710007,139.839996,1388800,137.558834
2014-11-25,139.839996,140.919998,137.630005,137.690002,1667400,135.443912
2014-11-26,138.179993,138.690002,136.669998,137.490005,806200,135.247178
2014-11-28,137.539993,138.979996,137.449997,137.970001,814500,135.719344
2014-12-01,137.649994,140.619995,137.259995,139.080002,1114800,136.811237
2014-12-02,138.360001,140.220001,137.179993,140.119995,1041800,137.834265
2014-12-03,141.119995,144.300003,140.559998,141.710007,1475400,139.39834
2014-12-04,141.119995,141.580002,139.520004,141.119995,983000,138.817953
2014-12-05,141.619995,145.759995,141.470001,144.320007,2356100,141.965764
2014-12-08,143.970001,145.259995,143.759995,144.570007,1121100,142.211686
2014-12-09,142.229996,143.919998,142.020004,143.449997,699700,141.109946
2014-12-10,142.25,142.789993,140.399994,141.440002,1333100,139.13274
2014-12-11,141.669998,144.490005,141.669998,142.479996,777200,140.155768
2014-12-12,141.720001,146.0,141.649994,143.600006,1421400,141.257508
