Date,Open,High,Low,Close,Volume,Adj Close
2016-07-05,49.400002,54.34,48.395,48.599998,6230700,48.414118
2016-07-06,47.07,48.599998,46.290001,47.75,6706500,47.56737
2016-07-07,47.619999,48.0,47.345001,47.740002,5486800,47.55741
2016-07-08,47.959999,50.610001,47.529999,50.200001,4243500,50.008
2016-07-11,49.209999,51.23,48.98,51.119999,6042300,50.92448
2016-07-12,51.0,51.060001,50.259998,50.57,5552900,50.376584
2016-07-13,50.57,51.099998,49.830002,50.619999,4864700,50.426392
2016-07-14,50.330002,51.740002,49.950001,51.57,3481600,51.372759
2016-07-15,51.779999,51.91,50.610001,51.23,3689800,51.03406
2016-07-18,50.77,51.580002,50.509998,51.290001,1557500,51.093831
2016-07-19,51.040001,51.560001,50.439999,51.549999,1954700,51.352835
2016-07-20,51.84,51.919998,50.009998,50.34,3351700,50.147464
2016-07-21,50.400002,50.619999,49.990002,50.240002,3029900,50.047848
2016-07-22,50.0,50.290001,49.290001,49.400002,2450600,49.211061
2016-07-25,49.220001,49.450001,47.860001,48.98,3044800,48.792665
2016-07-26,48.560001,49.419998,48.279999,49.279999,1571400,49.091517
2016-07-27,49.080002,49.5,48.715,48.919998,1628600,48.732893
2016-07-28,48.740002,49.09,48.345001,48.650002,2923100,48.463929
2016-07-29,48.459999,48.799999,48.009998,48.209999,4484100,48.02561
2016-08-01,48.110001,48.509998,47.59,47.799999,2981000,47.617178
2016-08-02,47.5,48.02,47.18,47.5,3267300,47.318326
2016-08-03,47.5,49.48,47.349998,49.279999,4709900,49.091517
2016-08-04,49.59,50.110001,49.48,50.029999,3046800,49.838649
2016-08-05,50.259998,50.98,50.259998,50.580002,2665900,50.386548
2016-08-08,50.630001,50.869999,49.939999,50.049999,2116500,49.858572
2016-08-09,48.73,50.529999,48.421001,50.459999,1077900,50.267004
2016-08-10,50.470001,50.799999,50.099998,50.450001,1182400,50.257044
2016-08-11,50.73,52.709999,50.700001,52.549999,1992700,52.349011
2016-08-12,52.0,52.869999,51.799999,52.709999,1287800,52.508399
2016-08-15,52.950001,53.77,52.860001,53.66,1457900,53.454766
2016-08-16,53.580002,53.950001,53.27,53.549999,1002300,53.345186
2016-08-17,53.669998,53.73,53.34,53.41,1032100,53.205722
2016-08-18,53.220001,53.52,52.93,53.16,874700,52.956678
2016-08-19,52.950001,52.950001,51.709999,51.919998,1196100,51.721419
2016-08-22,51.919998,52.040001,51.080002,51.259998,1081700,51.063944
2016-08-23,51.360001,52.099998,51.139999,51.900002,2513600,51.701499
2016-08-24,51.259998,51.779999,50.604,51.369999,692800,51.242637
2016-08-25,51.18,51.889999,50.98,51.619999,1384900,51.492017
2016-08-26,51.639999,52.34,51.529999,51.869999,937600,51.741397
2016-08-29,51.779999,52.790001,51.560001,52.41,1044800,52.280059
2016-08-30,52.189999,53.470001,52.189999,52.610001,952100,52.479564
2016-08-31,52.470001,52.82,52.0,52.669998,1653600,52.539413
2016-09-01,52.959999,53.110001,52.139999,52.630001,959400,52.499515
2016-09-02,53.02,53.470001,52.810001,53.380001,840800,53.247655
2016-09-06,53.5,53.549999,52.290001,52.73,1293800,52.599265
2016-09-07,52.43,53.119999,52.02,52.939999,1743200,52.808744
2016-09-08,52.68,52.959999,52.27,52.330002,1097800,52.200259
2016-09-09,51.77,52.009998,50.549999,50.549999,2170700,50.42467
2016-09-12,50.02,51.439999,49.860001,51.209999,1862400,51.083033
2016-09-13,50.860001,51.400002,49.970001,50.040001,1607100,49.915936
2016-09-14,50.049999,50.5,49.639999,50.02,1152300,49.895985
2016-09-15,49.98,50.599998,49.5,50.490002,1410100,50.364821
2016-09-16,50.110001,50.389999,49.419998,50.259998,2351900,50.135388
2016-09-19,50.41,51.404999,50.380001,50.779999,975300,50.654099
2016-09-20,50.779999,51.080002,50.209999,50.25,1070400,50.125414
2016-09-21,50.470001,51.009998,50.220001,50.98,850800,50.853604
2016-09-22,51.349998,51.990002,51.290001,51.639999,1649200,51.511968
2016-09-23,51.299999,51.580002,50.650002,50.880001,807200,50.753854
2016-09-26,50.66,51.490002,50.299999,51.220001,1066300,51.093011
2016-09-27,51.099998,51.779999,51.049999,51.610001,1196400,51.482043
2016-09-28,51.740002,51.77,51.349998,51.720001,905700,51.591771
2016-09-29,51.09,51.610001,50.630001,50.700001,1458100,50.5743
2016-09-30,51.119999,51.27,50.279999,50.900002,1952400,50.773804
2016-10-03,50.610001,51.66,50.610001,51.389999,1360700,51.262587
2016-10-04,51.259998,51.450001,50.560001,50.810001,1212800,50.684027
2016-10-05,51.02,51.294998,50.599998,50.939999,884500,50.813702
2016-10-06,50.830002,50.970001,50.5,50.700001,764000,50.5743
2016-10-07,50.5,50.810001,49.869999,49.93,1055600,49.806208
2016-10-10,50.23,50.32,49.900002,49.950001,1021200,49.826159
2016-10-11,49.919998,50.16,49.02,49.220001,1401900,49.097969
2016-10-12,49.400002,49.400002,48.650002,48.990002,1620000,48.86854
2016-10-13,48.630001,49.68,48.0,48.82,1209600,48.69896
2016-10-14,49.07,49.935001,48.810001,49.459999,872300,49.337372
2016-10-17,49.560001,49.59,48.91,49.060001,1116500,48.938366
2016-10-18,49.650002,50.32,49.0,49.09,1152600,48.968291
2016-10-19,49.27,49.796001,48.459999,49.389999,759900,49.267546
2016-10-20,49.139999,49.18,48.439999,48.700001,1419300,48.579258
2016-10-21,48.220001,48.889999,48.130001,48.669998,1707000,48.54933
2016-10-24,48.869999,49.259998,48.360001,48.549999,1269600,48.429629
2016-10-25,48.5,48.5,47.860001,47.919998,1279400,47.801189
2016-10-26,47.799999,48.119999,47.540001,47.77,1574700,47.651564
2016-10-27,47.689999,47.689999,46.810001,47.490002,3144200,47.372259
2016-10-28,50.23,51.689999,49.73,50.209999,3978800,50.085513
2016-10-31,50.209999,51.349998,50.040001,51.049999,1561700,50.92343
2016-11-01,50.939999,51.02,49.990002,50.490002,1775800,50.364821
2016-11-02,50.450001,51.150002,50.279999,50.32,866600,50.195241
2016-11-03,50.290001,51.200001,49.990002,50.98,1145700,50.853604
2016-11-04,51.02,51.66,50.540001,51.110001,1568200,50.983283
2016-11-07,51.57,52.07,51.035,51.790001,1413900,51.661597
2016-11-08,51.880001,52.799999,51.369999,52.650002,1165900,52.519466
2016-11-09,51.990002,53.93,51.903999,53.459999,1673900,53.327455
2016-11-10,53.950001,55.34,53.695,54.200001,1796200,54.065622
2016-11-11,54.09,54.740002,53.279999,53.400002,1431400,53.267606
2016-11-14,53.66,54.060001,53.490002,53.82,2630400,53.686563
2016-11-15,53.939999,54.450001,53.689999,54.119999,1703400,53.985818
2016-11-16,53.790001,54.455002,53.709999,54.439999,1533500,54.305025
2016-11-17,54.380001,54.66,53.919998,54.5,932400,54.364877
2016-11-18,54.48,54.75,54.09,54.630001,1214900,54.494556
2016-11-21,54.25,55.16,54.0,54.830002,1391300,54.694061
2016-11-22,54.740002,55.77,54.560001,55.369999,1333200,55.303323
2016-11-23,55.610001,55.93,55.27,55.799999,985100,55.732805
2016-11-25,56.080002,56.150002,55.450001,55.970001,489300,55.902603
2016-11-28,56.080002,56.240002,55.32,55.59,1054100,55.523059
2016-11-29,55.360001,55.98,55.209999,55.279999,1078000,55.213431
2016-11-30,55.650002,56.154999,54.799999,54.990002,4718900,54.923783
2016-12-01,55.139999,55.209999,54.0,54.189999,3325300,54.124743
2016-12-02,54.290001,55.029999,54.009998,54.48,2545400,54.414395
2016-12-05,54.77,54.889999,53.57,53.91,1420800,53.845082
2016-12-06,53.970001,54.119999,53.540001,54.0,2281300,53.934974
2016-12-07,54.0,54.404999,53.41,54.240002,3285700,54.174686
2016-12-08,54.369999,54.459999,53.435001,53.68,2203200,53.615359
2016-12-09,53.509998,54.16,53.32,54.0,1441400,53.934974
2016-12-12,53.880001,54.369999,53.740002,53.990002,1533200,53.924987
2016-12-13,54.279999,54.450001,53.25,53.849998,2752000,53.785153
2016-12-14,53.889999,55.334999,53.869999,54.25,1559700,54.184673
2016-12-15,54.209999,55.290001,53.93,54.810001,1578100,54.744
2016-12-16,54.860001,55.02,54.400002,54.830002,2646100,54.763976
2016-12-19,54.810001,55.029999,54.389999,54.959999,1169300,54.893817
2016-12-20,55.240002,55.459999,54.810001,55.049999,1187900,54.983708
2016-12-21,54.970001,54.970001,53.919998,54.119999,1469800,54.054828
2016-12-22,54.119999,54.98,53.689999,54.09,1543300,54.024865
2016-12-23,54.330002,54.759998,53.77,54.509998,511900,54.444358
2016-12-27,54.75,54.84,54.110001,54.459999,915400,54.394419
2016-12-28,54.66,54.66,53.470001,53.75,602700,53.685275
